Internal ID,Date Created in NetSuite,Type,Item name/SKU#,Description,Inactive,Base Price,Product Category,Class (no hierarchy),Shelf Life (Months),Weight,Length,Width,Height,Available,Total Quantity On Hand,Storage Temperature,Shipping Temperature,Safety Stock Level,Quantity Pricing Schedule,Primary Stock Unit,Primary Sale Unit,Special Work Order Item,OEM Item
18706,2/10/2023 15:25,Assembly,B-D6504-4,PrecisionBIOME Positive Control 2,No,,Bulk Buffers,Library Prep,,,,,,0.812,0.812,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
18981,3/17/2023 15:11,Assembly,B-D6505-2,"PrecisionBIOME Index Primer Plate 2 (UDI 385-768) 
 
",No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
18977,3/17/2023 15:08,Assembly,B-D6505-2A-20,"Index Primer Set 2 - 20 µM Stock Plate A 
 
",No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
18978,3/17/2023 15:10,Assembly,B-D6505-2B-20,"Index Primer Set 2 - 20 µM Stock Plate B 
 
 
",No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
18979,3/17/2023 15:10,Assembly,B-D6505-2C-20,"Index Primer Set 2 - 20 µM Stock Plate C 
",No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
18980,3/17/2023 15:11,Assembly,B-D6505-2D-20,"Index Primer Set 2 - 20 µM Stock Plate D 
",No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
19129,5/11/2023 10:08,Assembly,B-D6506-1,"PrecisionBIOME Targeted Amplification Plate 1 (Parent) 
",No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
19131,5/11/2023 10:26,Assembly,B-D6506-4,PrecisionBIOME Positive Control 1,No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
19130,5/11/2023 10:11,Assembly,B-D6507-2,PrecisionBIOME Index Primer Plate 1 (UDI TBD-TBD),No,,Bulk Buffers,Library Prep,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9246,7/7/2020 15:14,Assembly,B-E1004-A,Zymolyase,No,,Bulk Buffers,Yeast,,,,,,,,4C,Room Temperature,0,,Milliliter,Milliliter,No,No
9247,7/7/2020 15:14,Assembly,B-E1004-B,Zymolyase Storage Buffer,No,,Bulk Buffers,Yeast,,,,,,5.295,5.295,4C,Room Temperature,1,,Liter,Milliliter,No,No
9977,7/9/2020 14:05,Assembly,B-E1004-C,Zymolyase Dilution Buffer,No,0,Bulk Buffers,Yeast,,,,,,1800,1800,-20C,Room Temperature,500,,Milliliter,Milliliter,No,No
9248,7/7/2020 15:14,Assembly,B-E1006-A,R-Zymolyase (with RNase A) ,No,,Bulk Buffers,Yeast,,,,,,,,4C,Room Temperature,0,,Milliliter,Milliliter,No,No
19896,10/23/2023 13:49,Assembly,B-E1007,Zymolyase Ultra,No,,Bulk Buffers,Yeast,,,,,,,,4C,,,,Milliliter,Milliliter,No,No
20477,4/9/2024 14:54,Assembly,B-E1007-Paste,BT3312 Cell Paste,No,,Bulk Buffers,Yeast,,,,,,2970,2970,Room Temperature,Room Temperature,,,Gram,Gram,No,No
9249,7/7/2020 15:14,Assembly,B-E1008,RNase A (60 mg/mL),Yes,,Bulk Buffers,DNA,,,,,,,,4C,Room Temperature,,,Milliliter,Milliliter,No,No
9250,7/7/2020 15:14,Assembly,B-E1009-A,"DNase I, 250 U/100 µl",No,,Bulk Buffers,RNA,,,,,,200,200,4C,Room Temperature,0,,Milliliter,Milliliter,No,No
10296,7/15/2020 14:20,Assembly,B-E1010-1,DNA Digestion Buffer,No,,Bulk Buffers,RNA,,,,,,55.06,153.11,Room Temperature,Room Temperature,30,,Liter,Milliliter,No,No
10297,7/15/2020 14:20,Assembly,B-E1011-A,"DNase I, 1500 U/250 µl",No,,Bulk Buffers,RNA,,,,,,540,540,4C,Room Temperature,0,,Milliliter,Milliliter,No,No
19804,9/27/2023 10:14,Assembly,B-E1018,PureRec RNase A ,No,,Bulk Buffers,DNA,,,,,,,,4C,Room Temperature,0,,Milliliter,Milliliter,No,No
20384,2/23/2024 14:09,Assembly,B-E1018-PasteC,PureRec RNase A - Cell Paste C,No,,Bulk Buffers,DNA,,,,,,5940.5,5940.5,Room Temperature,Room Temperature,,,Gram,Gram,No,No
20383,2/23/2024 14:08,Assembly,B-E1018-PasteN,PureRec RNase A - Cell Paste N,No,,Bulk Buffers,DNA,,,,,,,,Room Temperature,Room Temperature,,,Gram,Gram,No,No
20268,1/26/2024 10:59,Assembly,B-E1019,PureRec RNase A (Liquid; 1 mg/mL),No,,Bulk Buffers,DNA,,,,,,,,4C,Room Temperature,,,Milliliter,Milliliter,No,No
20206,1/12/2024 15:50,Assembly,B-E1020-1-A,PureRec Duplex-Specific Nuclease (0.2 U/ul),No,,Bulk Buffers,DNA,,,,,,90.016,90.016,-20C,Room Temperature,,,Milliliter,Milliliter,No,No
20224,1/12/2024 16:33,Assembly,B-E1020-1-B,PureRec Duplex-Specific Nuclease (1 U/ul),No,,Bulk Buffers,DNA,,,,,,138.85,138.85,-20C,Room Temperature,,,Milliliter,Milliliter,No,No
20225,1/12/2024 16:33,Assembly,B-E1020-1-C,PureRec Duplex-Specific Nuclease (4 U/ul),Yes,,Bulk Buffers,DNA,,,,,,,,-20C,Room Temperature,,,Milliliter,Milliliter,No,No
20211,1/12/2024 16:04,Assembly,B-E1020-2,10X DSN Digestion Buffer,No,,Bulk Buffers,DNA,,,,,,114.8,114.8,4C,Room Temperature,,,Milliliter,Milliliter,No,No
20212,1/12/2024 16:05,Assembly,B-E1020-3,DSN Resuspension Buffer,No,,Bulk Buffers,DNA,,,,,,70,70,4C,Room Temperature,,,Milliliter,Milliliter,No,No
20213,1/12/2024 16:05,Assembly,B-E1020-4,2X DSN Stop Solution,No,,Bulk Buffers,DNA,,,,,,16,16,4C,Room Temperature,,,Milliliter,Milliliter,No,No
20507,4/23/2024 15:44,Assembly,B-E1022,Unloaded Tn5 Transposase,No,,Bulk Buffers,Enzymes,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
20508,4/23/2024 15:44,Assembly,B-E1023,P5/P7 Loaded Tn5,No,,Bulk Buffers,Enzymes,,,,,,,15.188,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9253,7/7/2020 15:14,Assembly,B-E2001-2,2X ZymoTaq™ Reaction Buffer,No,,Bulk Buffers,Enzymes,,,,,,750,750,-20C,Dry Ice,350,,Milliliter,Milliliter,No,No
9254,7/7/2020 15:14,Assembly,B-E2003-1,ZymoTaq™ PreMix,No,,Bulk Buffers,Enzymes,,,,,,1030,1030,-20C,Dry Ice,300,,Milliliter,Milliliter,No,No
9255,7/7/2020 15:14,Assembly,B-E2005-1,Femto™ Human qPCR Premix,No,,Bulk Buffers,Femto,,,,,,500,500,-20C,Dry Ice,100,,Milliliter,Milliliter,No,No
19900,10/24/2023 9:14,Assembly,B-E2005-2,Bulk Human DNA for Femto,No,,Bulk Buffers,Femto,,,,,,,1.1,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9256,7/7/2020 15:14,Assembly,B-E2005-2-1,Human DNA Standard 1,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9257,7/7/2020 15:14,Assembly,B-E2005-2-2,Human DNA Standard 2,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9258,7/7/2020 15:14,Assembly,B-E2005-2-3,Human DNA Standard 3,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9259,7/7/2020 15:14,Assembly,B-E2005-2-4,Human DNA Standard 4,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9260,7/7/2020 15:14,Assembly,B-E2005-2-5,Human DNA Standard 5,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9261,7/7/2020 15:14,Assembly,B-E2005-2-6,Human DNA Standard 6,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9262,7/7/2020 15:14,Assembly,B-E2005-2-7,Human DNA Standard 7,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9263,7/7/2020 15:14,Assembly,B-E2005-2-8,No Template Control,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9264,7/7/2020 15:14,Assembly,B-E2006-1,Femto™ Bacterial qPCR Premix,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,100,,Milliliter,Milliliter,No,No
19901,10/24/2023 9:14,Assembly,B-E2006-2,Bulk Bacterial DNA for Femto,No,,Bulk Buffers,Femto,,,,,,,3.05964,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9265,7/7/2020 15:14,Assembly,B-E2006-2-1,Bacterial DNA Standard 1,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9266,7/7/2020 15:14,Assembly,B-E2006-2-2,Bacterial DNA Standard 2,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9267,7/7/2020 15:14,Assembly,B-E2006-2-3,Bacterial DNA Standard 3,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9268,7/7/2020 15:14,Assembly,B-E2006-2-4,Bacterial DNA Standard 4,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9269,7/7/2020 15:14,Assembly,B-E2006-2-5,Bacterial DNA Standard 5,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9270,7/7/2020 15:14,Assembly,B-E2006-2-6,Bacterial DNA Standard 6,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9271,7/7/2020 15:14,Assembly,B-E2006-2-7,Bacterial DNA Standard 7,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9272,7/7/2020 15:14,Assembly,B-E2007-1,Femto™ Fungal qPCR Premix,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,100,,Milliliter,Milliliter,No,No
19902,10/24/2023 9:15,Assembly,B-E2007-2,Bulk Fungal DNA for Femto,No,,Bulk Buffers,Femto,,,,,,1.267,1.267,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9273,7/7/2020 15:14,Assembly,B-E2007-2-1,Fungal DNA Standard 1,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9274,7/7/2020 15:14,Assembly,B-E2007-2-2,Fungal DNA Standard 2,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9275,7/7/2020 15:14,Assembly,B-E2007-2-3,Fungal DNA Standard 3,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9276,7/7/2020 15:14,Assembly,B-E2007-2-4,Fungal DNA Standard 4,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9277,7/7/2020 15:14,Assembly,B-E2007-2-5,Fungal DNA Standard 5,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9278,7/7/2020 15:15,Assembly,B-E2007-2-6,Fungal DNA Standard 6,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9279,7/7/2020 15:15,Assembly,B-E2007-2-7,Fungal DNA Standard 7,No,,Bulk Buffers,Femto,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9280,7/7/2020 15:15,Assembly,B-E2010-1,CpG Methylase (4 U/µl) ,No,,Bulk Buffers,Epigenetics,,,,,,2.75,2.75,-20C,Dry Ice,2.5,,Milliliter,Milliliter,No,No
9281,7/7/2020 15:15,Assembly,B-E2010-2,10X CpG Reaction Buffer ,No,,Bulk Buffers,Epigenetics,,,,,,130,130,-20C,Dry Ice,25,,Milliliter,Milliliter,No,No
9282,7/7/2020 15:15,Assembly,B-E2010-3,20X SAM (S-adenosylmethionine),No,,Bulk Buffers,Epigenetics,,,,,,23,23,-20C,Dry Ice,4,,Milliliter,Milliliter,No,No
9283,7/7/2020 15:15,Assembly,B-E2014-1,GpC Methylase (4 U/µl) (50 µl),Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9284,7/7/2020 15:15,Assembly,B-E2014-2,10X GpC Reaction Buffer,Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9285,7/7/2020 15:15,Assembly,B-E2016,DNA Degradase™ (10 units/µl),No,,Bulk Buffers,Epigenetics,,,,,,87.3,87.3,-20C,Dry Ice,15,,Milliliter,Milliliter,No,No
9286,7/7/2020 15:15,Assembly,B-E2016-2,10x DNA Degradase™ Reaction Buffer,No,,Bulk Buffers,Epigenetics,,,,,,100,100,-20C,Blue Ice,50,,Milliliter,Milliliter,No,No
9287,7/7/2020 15:15,Assembly,B-E2018,dsDNA Shearase™ Plus (1 U/µl),No,,Bulk Buffers,Epigenetics,,,,,,83.8,83.8,-20C,Dry Ice,20,,Milliliter,Microliter,No,No
9288,7/7/2020 15:15,Assembly,B-E2018-0.5,dsDNA Shearase™ Plus (0.5 U/µl),No,,Bulk Buffers,Epigenetics,,,,,,167.596,167.596,-20C,Dry Ice,0,,Milliliter,Microliter,No,No
9290,7/7/2020 15:15,Assembly,B-E2018-1-A,5X dsDNA Shearase™ Plus Reaction Buffer,No,,Bulk Buffers,Epigenetics,,,,,,108,108,-20C,Dry Ice,50,,Milliliter,Milliliter,No,No
9289,7/7/2020 15:15,Assembly,B-E2018-100-AGI,dsDNA Shearase™ Plus (100 U),Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
13943,3/17/2021 10:33,Assembly,B-E2018-2,dsDNA Shearase Plus Storage Buffer,No,,Bulk Buffers,Epigenetics,,,,,,1.3601,1.3601,Room Temperature,Room Temperature,0,,Liter,Milliliter,No,No
9291,7/7/2020 15:15,Assembly,B-E2018-200-AGI,dsDNA Shearase™ Plus (200 U),Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9292,7/7/2020 15:15,Assembly,B-E2018-400-AGI,dsDNA Shearase™ Plus (400 U),Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9293,7/7/2020 15:15,Assembly,B-E2020,DNA Degradase Plus™ (5U/ul),No,,Bulk Buffers,Epigenetics,,,,,,34.65,34.65,-20C,Dry Ice,15,,Milliliter,Milliliter,No,No
9294,7/7/2020 15:15,Assembly,B-E2026-1,5-hmC Glucosyltransferase,No,,Bulk Buffers,Epigenetics,,,,,,17,17,-20C,Dry Ice,3,,Milliliter,Milliliter,No,No
9295,7/7/2020 15:15,Assembly,B-E2026-2,10X 5-hmC GT Reaction Buffer,No,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,20,,Milliliter,Milliliter,No,No
9296,7/7/2020 15:15,Assembly,B-E2026-3,10X UDPG (600 µl),No,,Bulk Buffers,Epigenetics,,,,,,1.44,1.44,-20C,Dry Ice,20,,Milliliter,Milliliter,No,No
9297,7/7/2020 15:15,Assembly,B-E2030-1,Atlantis Digestion Buffer (1X Conc.),No,,Bulk Buffers,Epigenetics,,,,,,10566,10566,Room Temperature,Dry Ice,10000,,Milliliter,Milliliter,No,No
9298,7/7/2020 15:15,Assembly,B-E2030-150-A,Atlantis ds DNase (1 U/µl),Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9299,7/7/2020 15:15,Assembly,B-E2030-A,Atlantis ds DNase (0.1 U/µl),No,,Bulk Buffers,Epigenetics,,,,,,43.25,43.25,-20C,Dry Ice,6.5,,Milliliter,Milliliter,No,No
9300,7/7/2020 15:15,Assembly,B-E2035-1,MspI (20 U/µl),Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9301,7/7/2020 15:15,Assembly,B-E2050,QuestTaq™  PreMix,No,,Bulk Buffers,Epigenetics,,,,,,65,65,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9302,7/7/2020 15:15,Assembly,B-E2052,QuestTaq™  qPCR PreMix,Yes,,Bulk Buffers,Epigenetics,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9303,7/7/2020 15:15,Assembly,B-E2054-1,2X ZymoTaq™  qPCR Premix,No,,Bulk Buffers,Epigenetics,,,,,,1000,1000,-20C,Dry Ice,300,,Milliliter,Milliliter,No,No
9304,7/7/2020 15:15,Assembly,B-E2056-1,2X ZymoBIOMICS™  PCR PreMix,Yes,,Bulk Buffers,Microbiome,,,,,,,,-20C,Dry Ice,,,Milliliter,Milliliter,No,No
9305,7/7/2020 15:15,Assembly,B-E2058-1,Bladder CARE Reaction Mix,No,,Bulk Buffers,Assays,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
15649,1/31/2022 11:13,Assembly,B-E2058-1A,Bladder CARE Oligo Nucleotide Mix,No,,Bulk Buffers,Assays,,,,,,4.45,4.45,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
15650,1/31/2022 11:21,Assembly,B-E2058-1B,Bladder CARE Restriction Enzyme Mix,No,,Bulk Buffers,Assays,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9306,7/7/2020 15:15,Assembly,B-E2058-2,CARE Negative Sample,No,,Bulk Buffers,Assays,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9307,7/7/2020 15:15,Assembly,B-E2058-3,CARE Postive Sample,No,,Bulk Buffers,Assays,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
9308,7/7/2020 15:15,Assembly,B-E2059-1,Colon CARE Reaction Mix,No,,Bulk Buffers,Assays,,,,,,,,-20C,Dry Ice,0,,Milliliter,Milliliter,No,No
16109,3/3/2022 11:16,Assembly,B-E2060-1,Verify Real Time PCR Mix,No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16118,3/3/2022 11:24,Assembly,B-E2060-10,"Oligo Mix - Klebsiella aerogenes, Primer and probe mixture 
 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16119,3/3/2022 11:25,Assembly,B-E2060-11,"Oligo Mix - Klebsiella oxytoca, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16120,3/3/2022 11:25,Assembly,B-E2060-12,"Oligo Mix - Klebsiella pneumoniae, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16121,3/3/2022 11:26,Assembly,B-E2060-13,"Oligo Mix - Morganella morganii, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16122,3/3/2022 11:26,Assembly,B-E2060-14,"Oligo Mix - Mycobacterium avium/intracellulare, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16123,3/3/2022 11:26,Assembly,B-E2060-15,"Oligo Mix - Mycobacterium tuberculosis, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16124,3/3/2022 11:27,Assembly,B-E2060-16,"Oligo Mix - Mycoplasma genitalium, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16125,3/3/2022 11:27,Assembly,B-E2060-17,"Oligo Mix - Proteus mirabilis, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,1,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16126,3/3/2022 11:27,Assembly,B-E2060-18,"Oligo Mix - Proteus vulgaris, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16127,3/3/2022 11:28,Assembly,B-E2060-19,"Oligo Mix - Providencia stuartii, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16110,3/3/2022 11:18,Assembly,B-E2060-2,Verify UTI Positive Control,No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16128,3/3/2022 11:28,Assembly,B-E2060-20,"Oligo Mix - Pseudomonas aeruginosa, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16129,3/3/2022 11:28,Assembly,B-E2060-21,"Oligo Mix - Serratia marcescens, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16130,3/3/2022 11:29,Assembly,B-E2060-22,"Oligo Mix - Staphylococcus aureus, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16131,3/3/2022 11:29,Assembly,B-E2060-23,"Oligo Mix - Staphylococcus saprophyticus, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16132,3/3/2022 11:29,Assembly,B-E2060-24,"Oligo Mix - Stenotrophomonas maltophila, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16133,3/3/2022 11:30,Assembly,B-E2060-25,"Oligo Mix - Streptococcus agalactiae, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16134,3/3/2022 11:30,Assembly,B-E2060-26,"Oligo Mix - Ureaplasma parvum/urealyticum, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16135,3/3/2022 11:31,Assembly,B-E2060-27,"Oligo Mix - Candida albicans, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16136,3/3/2022 11:31,Assembly,B-E2060-28,"Oligo Mix - Candida glabrata, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16137,3/3/2022 11:32,Assembly,B-E2060-29,"Oligo Mix - Candida parapsilosis, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16111,3/3/2022 11:21,Assembly,B-E2060-3,"Oligo Mix - Acinetobacter baumannii, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16138,3/3/2022 11:32,Assembly,B-E2060-30,"Oligo Mix - Candida tropicalis, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16139,3/3/2022 11:32,Assembly,B-E2060-31,"Oligo Mix - Human RNase P, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16180,3/4/2022 14:43,Assembly,B-E2060-32,"Verify Wound Positive Control 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16181,3/4/2022 14:45,Assembly,B-E2060-33,"Oligo Mix - Bacteroides fragilis, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16182,3/4/2022 14:46,Assembly,B-E2060-34,"Oligo Mix - Citrobacter braakii, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16183,3/4/2022 14:46,Assembly,B-E2060-35,"Oligo Mix - Citrobacter koseri, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16184,3/4/2022 14:47,Assembly,B-E2060-36,"Oligo Mix - Corynebacterium striatum, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16185,3/4/2022 14:47,Assembly,B-E2060-37,"Oligo Mix - Finegoldia magna, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16186,3/4/2022 14:48,Assembly,B-E2060-38,"Oligo Mix - Klebsiella michiganensis, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16187,3/4/2022 14:48,Assembly,B-E2060-39,"Oligo Mix - Salmonella enterica, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16112,3/3/2022 11:21,Assembly,B-E2060-4,"Oligo Mix - Bacteroides fragilis ETBF, Primer and probe mixture 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16188,3/4/2022 14:49,Assembly,B-E2060-40,"Oligo Mix - Staphylococcus epidermidis, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16189,3/4/2022 14:49,Assembly,B-E2060-41,"Oligo Mix - Streptococcus pyogenes, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
16190,3/4/2022 14:51,Assembly,B-E2060-42,"Oligo Mix - Candida auris, Primer and probe mixture 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,0,,Milliliter,Milliliter,No,No
20523,4/25/2024 10:25,Assembly,B-E2060-44,"Verify™ Positive Control HC 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,,,Milliliter,Milliliter,No,No
20524,4/25/2024 10:25,Assembly,B-E2060-45,"Verify™ Positive Control LC 
 
 
",No,,Bulk Buffers,PCR Panels,,,,,,,,-80C,Dry Ice,,,Milliliter,Milliliter,No,No
